,score_1,score_2,score_3
Gifu,-0.3670447025733816,0.6277255045238901,0.796597586960571
MG100,0.5479077349410275,0.4425152813353197,0.38452750891502063
MG101,1.0682640999091229,1.5257247963902225,1.6896899682784747
MG102,-0.1851795236405076,0.8952020872234883,-0.07890945234589619
MG103,0.34049586691032285,0.2921267699635113,0.8955681486432754
MG104,0.7519382432349371,1.02913222811424,1.32518206282188
MG105,-0.08137423780306996,1.2641388342956885,-0.2241317037693218
MG106,0.8523945561363053,2.044340029880881,0.07361667222512569
MG107,0.15651079425007897,1.8811789456554804,0.5632412455861884
MG109,0.48107246746924304,1.5811216947429605,0.4465324957326624
MG10,1.4511516334933807,0.6784102996077426,1.8363463395973776
MG110,1.0195904751672549,1.9693977834108303,0.5678934386345311
MG111,0.49133032658027886,1.760451852552892,0.16888863868308324
MG112,0.48629632445497695,1.4531772458038548,-0.49671581286713895
MG113,0.7871411186392763,1.6390548980444528,0.5447839088564628
MG115,0.9454578683294992,1.3733543055297366,-0.11582510868266738
MG116,-0.043164050013476896,1.7898207472928522,0.003617259428126296
MG117,1.1508438971642674,1.1073467040909168,0.23994072486157147
MG118,0.6833951707393542,2.9329146475252372,0.7114107536256249
MG119,1.962451777520461,1.3180506927195186,0.6316671441320985
MG11,0.2257422432903855,0.9258121504205441,1.8656289199635285
MG120,1.425075373202012,1.570218820572757,0.7936496986796211
MG121,1.601864321216504,1.8579983495996846,0.9516311660436756
MG122,1.461988926104719,1.341530680810525,0.6304352206116635
MG123,2.6528363404051047,1.1519284380093158,0.35784204415434306
MG124,1.7321288386125735,0.7461058589959739,0.7891805511592507
MG125,2.095503457338377,1.1258761286946193,0.1848394541729803
MG126,1.7293140616137075,1.396441409726334,0.9875132183591369
MG127,-1.8202199925602969,1.7767581252022007,0.8594849696207687
MG128,-1.5753606618031641,2.0610755009806327,1.2020204458833765
MG129,-1.3951174962289778,1.5767315127150319,1.1312357804344844
MG12,-0.6339784852658168,0.17778900428849287,1.4228896530960844
MG130,-2.382619605992625,2.085170873427309,0.6893380238505653
MG131,-2.0887680454504123,2.055503795465957,1.018287303304974
MG132,-2.1244827694340627,1.9232443409903928,1.021727147574607
MG133,-1.9410252552759815,1.471004662530632,1.3311029926441789
MG134,-2.6684334850815166,1.2055796792567035,1.5340503275839783
MG135,-2.4636803170093273,0.5363126478201892,1.1479374458048097
MG136,-2.173381628192894,0.5205305793411341,1.6725473728897553
MG137,-2.7654368725889364,1.3683804372464383,1.4919952954457116
MG138,-2.343444426096748,1.110383830518444,0.8675401772972151
MG139,-2.3210769314055772,0.7355518965319661,1.2128504336208161
MG13,0.10374433104183911,-0.03403286556351759,1.6404337394974702
MG140,-1.720014456456096,0.8738352803335898,1.7805465766422675
MG141,-2.1079802590574497,0.4384760085726622,1.9789885964395477
MG142,-3.1622015460525867,1.4011560513788188,1.4733154157327704
MG143,-2.303218642764146,0.4253422568564158,0.5923392224559825
MG144,-1.9054610082194694,1.351708498923042,1.1370724225128814
MG145,-2.8817086369530696,1.4431845182581657,0.39067168237319105
MG146,-3.5067794608700726,0.16432244188959721,0.5711851530608731
MG148,-2.680385929165345,0.5549784191467317,0.5656983805786693
MG149,-2.4885027443496686,0.8370781737100552,0.7206944121215022
MG14,-0.36708822625083926,0.6750414409014693,0.486266464328879
MG150,-3.259513102459692,0.26848633181858617,0.5722257326082847
MG151,-2.4802640682086903,0.26755198925781176,0.5466862345621184
MG152,-0.40723359158316974,1.1822488290213968,0.7874299534250726
MG154,-1.6280150337257062,0.8547598554700251,0.25283655675454586
MG156,-1.925101296852188,0.30497471648567487,0.7054399627837649
MG15,0.14579894445822283,0.19390803995501926,0.5180414300159786
MG162,-2.4544435617296196,0.5242133962146491,0.7191726481315461
MG163,-1.2904901368713348,0.920199809592777,1.1260072975629098
MG16,0.05598472710426883,0.3529928202619521,0.9005979283860688
MG170,-1.7721393527900178,0.9780232675393679,0.9859282740540092
MG172,-1.993043551020329,0.3534431451214344,0.552902869544778
MG176,-1.883115752414965,0.5211789006754426,0.7651157266055435
MG187,-1.611377858649643,0.26553609086862195,0.1673494588694453
MG188,-1.2501934478191599,0.5626507756988657,0.10546337990773669
MG18,-0.06808674460746467,0.6150735426198484,0.6215819497518176
MG196,0.17602341548843103,0.9466159215742387,-0.0014720410066058065
MG198,-0.8061171742603106,0.04957485416674956,0.6583069306584592
MG19,-0.2293345745954758,-0.21750247991227845,0.6552935372748845
MG1,0.39583141202394856,1.132934888946103,0.7254232921655293
MG201,-0.35268678770200523,0.45408318437414064,0.12699715548281265
MG202,-0.48164811453441914,0.8977755310175377,0.27039040438166495
MG203,-0.21556776253235643,-0.05751510261145398,0.6879155701046358
MG204,-0.34158774774443934,0.4839230207179135,0.9719430197378074
MG205,-0.4303072490869617,-0.44004193523176305,-0.2371173971232894
MG206,1.2909574972130153,0.14003020856585646,0.34472746487531314
MG207,-1.7744982182546867,0.6898788681654944,0.15917241531315263
MG209,-1.629310961686648,0.24429697647981552,0.002985470412451008
MG20,-0.7076917333467803,0.300905590472647,0.6352289600460264
MG21,-0.6342925766096821,0.26863332399301676,0.37698318151708676
MG221,-0.19810235281624244,1.1410108787825557,0.4381215428929952
MG222,-1.5420955925817248,1.2580016815877508,0.9671778674876723
MG225,-0.27736739313406034,0.3558408159966744,0.11206916214040863
MG22,-0.30663036337748917,0.25044822071627415,0.20281324582900506
MG23,0.11897862594792041,0.49559569758535016,0.7652686481914435
MG24,-0.7437179344659537,0.11827673938106553,0.2589461304041585
